4/1/2020 AF Afghanistan 26 0
4/2/2020 AF Afghanistan 43 0
4/3/2020 AF Afghanistan 34 1
4/4/2020 AF Afghanistan 1 0
4/5/2020 AF Afghanistan 29 2
4/6/2020 AF Afghanistan 38 0
4/7/2020 AF Afghanistan 30 4
4/8/2020 AF Afghanistan 56 3
4/9/2020 AF Afghanistan 61 1
4/10/2020 AF Afghanistan 37 0
4/11/2020 AF Afghanistan 0 0
4/12/2020 AF Afghanistan 34 3
4/13/2020 AF Afghanistan 110 3
4/14/2020 AF Afghanistan 49 2
4/15/2020 AF Afghanistan 70 2
4/16/2020 AF Afghanistan 10 4
4/17/2020 AF Afghanistan 51 1
4/18/2020 AF Afghanistan 63 0
4/19/2020 AF Afghanistan 88 3
4/20/2020 AF Afghanistan 0 0
4/21/2020 AF Afghanistan 96 3
4/22/2020 AF Afghanistan 84 4
4/23/2020 AF Afghanistan 0 0
4/24/2020 AF Afghanistan 50 0
4/25/2020 AF Afghanistan 237 7
4/26/2020 AF Afghanistan 0 2
4/27/2020 AF Afghanistan 240 8
4/28/2020 AF Afghanistan 124 3
4/29/2020 AF Afghanistan 0 0
4/30/2020 AF Afghanistan 344 4
5/1/2020 AF Afghanistan 0 0
5/2/2020 AF Afghanistan 298 8
5/3/2020 AF Afghanistan 0 0
5/4/2020 AF Afghanistan 0 0
5/5/2020 AF Afghanistan 755 23
5/6/2020 AF Afghanistan 168 9
5/7/2020 AF Afghanistan 171 1
5/8/2020 AF Afghanistan 0 0
5/9/2020 AF Afghanistan 478 10
5/10/2020 AF Afghanistan 361 4
5/11/2020 AF Afghanistan 262 2
5/12/2020 AF Afghanistan 303 6
5/13/2020 AF Afghanistan 259 3
5/14/2020 AF Afghanistan 113 6
5/15/2020 AF Afghanistan 714 17
5/16/2020 AF Afghanistan 349 15
5/17/2020 AF Afghanistan 262 1
5/18/2020 AF Afghanistan 408 4
5/19/2020 AF Afghanistan 583 4
5/20/2020 AF Afghanistan 490 10
5/21/2020 AF Afghanistan 531 6
5/22/2020 AF Afghanistan 540 12
5/23/2020 AF Afghanistan 736 10
5/24/2020 AF Afghanistan 716 7
5/25/2020 AF Afghanistan 512 1
5/26/2020 AF Afghanistan 737 1
5/27/2020 AF Afghanistan 548 6
5/28/2020 AF Afghanistan 637 9
5/29/2020 AF Afghanistan 643 11
5/30/2020 AF Afghanistan 784 2
5/31/2020 AF Afghanistan 651 2
6/1/2020 AF Afghanistan 656 15
6/2/2020 AF Afghanistan 742 5
6/3/2020 AF Afghanistan 775 24
6/4/2020 AF Afghanistan 624 5
6/5/2020 AF Afghanistan 1078 10
6/6/2020 AF Afghanistan 582 18
6/7/2020 AF Afghanistan 791 30
6/8/2020 AF Afghanistan 575 12
6/9/2020 AF Afghanistan 305 7
6/10/2020 AF Afghanistan 920 29
6/11/2020 AF Afghanistan 748 21
6/12/2020 AF Afghanistan 656 20
6/13/2020 AF Afghanistan 556 5
6/14/2020 AF Afghanistan 664 20
6/15/2020 AF Afghanistan 761 5
6/16/2020 AF Afghanistan 106 8
6/17/2020 AF Afghanistan 1241 20
6/18/2020 AF Afghanistan 463 42
6/19/2020 AF Afghanistan 541 2
6/20/2020 AF Afghanistan 419 0
6/21/2020 AF Afghanistan 536 33
6/22/2020 AF Afghanistan 310 17
6/23/2020 AF Afghanistan 338 20
6/24/2020 AF Afghanistan 159 21
6/25/2020 AF Afghanistan 535 36
6/26/2020 AF Afghanistan 85 5
6/27/2020 AF Afghanistan 356 23
6/28/2020 AF Afghanistan 351 26
6/29/2020 AF Afghanistan 271 4
6/30/2020 AF Afghanistan 121 2
7/1/2020 AF Afghanistan 403 39
7/2/2020 AF Afghanistan 260 33
7/3/2020 AF Afghanistan 302 12
7/4/2020 AF Afghanistan 348 7
7/5/2020 AF Afghanistan 279 38
7/6/2020 AF Afghanistan 113 23
7/7/2020 AF Afghanistan 320 33
7/8/2020 AF Afghanistan 210 16
7/9/2020 AF Afghanistan 59 1
7/10/2020 AF Afghanistan 541 34
7/11/2020 AF Afghanistan 157 4
7/12/2020 AF Afghanistan 100 35
7/13/2020 AF Afghanistan 4 2
7/14/2020 AF Afghanistan 285 33
7/15/2020 AF Afghanistan 200 49
7/16/2020 AF Afghanistan 130 19
7/17/2020 AF Afghanistan 159 34
7/18/2020 AF Afghanistan 60 0
7/19/2020 AF Afghanistan 186 34
7/20/2020 AF Afghanistan 34 2
7/21/2020 AF Afghanistan 106 1
7/22/2020 AF Afghanistan 112 6
7/23/2020 AF Afghanistan 188 21
7/24/2020 AF Afghanistan 66 14
7/25/2020 AF Afghanistan 55 21
7/26/2020 AF Afghanistan 121 13
7/27/2020 AF Afghanistan 106 10
7/28/2020 AF Afghanistan 105 1
7/29/2020 AF Afghanistan 103 1
7/30/2020 AF Afghanistan 71 0
7/31/2020 AF Afghanistan 0 0
8/1/2020 AF Afghanistan 168 12
8/2/2020 AF Afghanistan 0 0
8/3/2020 AF Afghanistan 0 0
8/4/2020 AF Afghanistan 37 5
8/5/2020 AF Afghanistan 82 6
8/6/2020 AF Afghanistan 67 4
8/7/2020 AF Afghanistan 41 0
8/8/2020 AF Afghanistan 78 9
8/9/2020 AF Afghanistan 39 5
8/10/2020 AF Afghanistan 0 0
8/11/2020 AF Afghanistan 215 32
8/12/2020 AF Afghanistan 76 10
8/13/2020 AF Afghanistan 79 9
8/14/2020 AF Afghanistan 7 0
8/15/2020 AF Afghanistan 120 7
8/16/2020 AF Afghanistan 45 5
8/17/2020 AF Afghanistan 0 0
8/18/2020 AF Afghanistan 3 0
8/19/2020 AF Afghanistan 0 0
8/20/2020 AF Afghanistan 160 8
8/21/2020 AF Afghanistan 97 2
8/22/2020 AF Afghanistan 38 0
8/23/2020 AF Afghanistan 59 0
8/24/2020 AF Afghanistan 46 2
8/25/2020 AF Afghanistan 71 10
8/26/2020 AF Afghanistan 43 4
8/27/2020 AF Afghanistan 16 0
8/28/2020 AF Afghanistan 11 1
8/29/2020 AF Afghanistan 3 0
8/30/2020 AF Afghanistan 0 0
8/31/2020 AF Afghanistan 19 0
9/1/2020 AF Afghanistan 34 4
9/2/2020 AF Afghanistan 47 3
9/3/2020 AF Afghanistan 45 0
9/4/2020 AF Afghanistan 0 0
9/5/2020 AF Afghanistan 16 0
9/6/2020 AF Afghanistan 94 3
9/7/2020 AF Afghanistan 96 3
9/8/2020 AF Afghanistan 26 3
9/9/2020 AF Afghanistan 24 2
9/10/2020 AF Afghanistan 28 0
9/11/2020 AF Afghanistan 34 0
9/12/2020 AF Afghanistan 35 0
9/13/2020 AF Afghanistan 75 0
9/14/2020 AF Afghanistan 56 5
9/15/2020 AF Afghanistan 43 1
9/16/2020 AF Afghanistan 40 10
9/17/2020 AF Afghanistan 17 0
9/18/2020 AF Afghanistan 11 1
9/19/2020 AF Afghanistan 36 0
9/20/2020 AF Afghanistan 125 4
9/21/2020 AF Afghanistan 30 3
9/22/2020 AF Afghanistan 22 1
9/23/2020 AF Afghanistan 49 1
9/24/2020 AF Afghanistan 25 5
9/25/2020 AF Afghanistan 16 0
9/26/2020 AF Afghanistan 6 2
9/27/2020 AF Afghanistan 35 0
9/28/2020 AF Afghanistan 12 3
9/29/2020 AF Afghanistan 15 2
9/30/2020 AF Afghanistan 14 0
10/1/2020 AF Afghanistan 17 0
10/2/2020 AF Afghanistan 5 0
10/3/2020 AF Afghanistan 7 4
10/4/2020 AF Afghanistan 44 0
10/5/2020 AF Afghanistan 81 4
10/6/2020 AF Afghanistan 64 1
10/7/2020 AF Afghanistan 62 2
10/8/2020 AF Afghanistan 68 1
10/9/2020 AF Afghanistan 77 2
10/10/2020 AF Afghanistan 10 1
10/11/2020 AF Afghanistan 96 4
10/12/2020 AF Afghanistan 71 2
10/13/2020 AF Afghanistan 58 1
10/14/2020 AF Afghanistan 66 1
10/15/2020 AF Afghanistan 32 0
10/16/2020 AF Afghanistan 47 4
10/17/2020 AF Afghanistan 68 3
10/18/2020 AF Afghanistan 59 4
10/19/2020 AF Afghanistan 87 5
10/20/2020 AF Afghanistan 88 2
10/21/2020 AF Afghanistan 0 0
10/22/2020 AF Afghanistan 49 0
10/23/2020 AF Afghanistan 116 2
10/24/2020 AF Afghanistan 61 2
10/25/2020 AF Afghanistan 81 4
10/26/2020 AF Afghanistan 65 3
10/27/2020 AF Afghanistan 104 4
10/28/2020 AF Afghanistan 95 5
10/29/2020 AF Afghanistan 113 6
10/30/2020 AF Afghanistan 123 3
10/31/2020 AF Afghanistan 66 1
11/1/2020 AF Afghanistan 91 3
11/2/2020 AF Afghanistan 76 0
11/3/2020 AF Afghanistan 132 5
11/4/2020 AF Afghanistan 95 3
11/5/2020 AF Afghanistan 86 4
11/6/2020 AF Afghanistan 121 6
11/7/2020 AF Afghanistan 40 0
11/8/2020 AF Afghanistan 58 2
11/9/2020 AF Afghanistan 126 6
11/10/2020 AF Afghanistan 138 12
11/11/2020 AF Afghanistan 166 3
1/3/2020 SS South_Sudan 0 0
1/4/2020 SS South_Sudan 0 0
1/5/2020 SS South_Sudan 0 0
1/6/2020 SS South_Sudan 0 0
1/7/2020 SS South_Sudan 0 0
1/8/2020 SS South_Sudan 0 0
1/9/2020 SS South_Sudan 0 0
1/10/2020 SS South_Sudan 0 0
1/11/2020 SS South_Sudan 0 0
1/12/2020 SS South_Sudan 0 0
1/13/2020 SS South_Sudan 0 0
1/14/2020 SS South_Sudan 0 0
1/15/2020 SS South_Sudan 0 0
1/16/2020 SS South_Sudan 0 0
1/17/2020 SS South_Sudan 0 0
1/18/2020 SS South_Sudan 0 0
1/19/2020 SS South_Sudan 0 0
1/20/2020 SS South_Sudan 0 0
1/21/2020 SS South_Sudan 0 0
1/22/2020 SS South_Sudan 0 0
1/23/2020 SS South_Sudan 0 0
1/24/2020 SS South_Sudan 0 0
1/25/2020 SS South_Sudan 0 0
1/26/2020 SS South_Sudan 0 0
1/27/2020 SS South_Sudan 0 0
1/28/2020 SS South_Sudan 0 0
1/29/2020 SS South_Sudan 0 0
1/30/2020 SS South_Sudan 0 0
1/31/2020 SS South_Sudan 0 0
2/1/2020 SS South_Sudan 0 0
2/2/2020 SS South_Sudan 0 0
2/3/2020 SS South_Sudan 0 0
2/4/2020 SS South_Sudan 0 0
2/5/2020 SS South_Sudan 0 0
2/6/2020 SS South_Sudan 0 0
2/7/2020 SS South_Sudan 0 0
2/8/2020 SS South_Sudan 0 0
2/9/2020 SS South_Sudan 0 0
2/10/2020 SS South_Sudan 0 0
2/11/2020 SS South_Sudan 0 0
2/12/2020 SS South_Sudan 0 0
2/13/2020 SS South_Sudan 0 0
2/14/2020 SS South_Sudan 0 0
2/15/2020 SS South_Sudan 0 0
2/16/2020 SS South_Sudan 0 0
2/17/2020 SS South_Sudan 0 0
2/18/2020 SS South_Sudan 0 0
2/19/2020 SS South_Sudan 0 0
2/20/2020 SS South_Sudan 0 0
2/21/2020 SS South_Sudan 0 0
2/22/2020 SS South_Sudan 0 0
2/23/2020 SS South_Sudan 0 0
2/24/2020 SS South_Sudan 0 0
2/25/2020 SS South_Sudan 0 0
2/26/2020 SS South_Sudan 0 0
2/27/2020 SS South_Sudan 0 0
2/28/2020 SS South_Sudan 0 0
2/29/2020 SS South_Sudan 0 0
3/1/2020 SS South_Sudan 0 0
3/2/2020 SS South_Sudan 0 0
3/3/2020 SS South_Sudan 0 0
3/4/2020 SS South_Sudan 0 0
3/5/2020 SS South_Sudan 0 0
3/6/2020 SS South_Sudan 0 0
3/7/2020 SS South_Sudan 0 0
3/8/2020 SS South_Sudan 0 0
3/9/2020 SS South_Sudan 0 0
3/10/2020 SS South_Sudan 0 0
3/11/2020 SS South_Sudan 0 0
3/12/2020 SS South_Sudan 0 0
3/13/2020 SS South_Sudan 0 0
3/14/2020 SS South_Sudan 0 0
3/15/2020 SS South_Sudan 0 0
3/16/2020 SS South_Sudan 0 0
3/17/2020 SS South_Sudan 0 0
3/18/2020 SS South_Sudan 0 0
3/19/2020 SS South_Sudan 0 0
3/20/2020 SS South_Sudan 0 0
3/21/2020 SS South_Sudan 0 0
3/22/2020 SS South_Sudan 0 0
3/23/2020 SS South_Sudan 0 0
3/24/2020 SS South_Sudan 0 0
3/25/2020 SS South_Sudan 0 0
3/26/2020 SS South_Sudan 0 0
3/27/2020 SS South_Sudan 0 0
3/28/2020 SS South_Sudan 0 0
3/29/2020 SS South_Sudan 0 0
3/30/2020 SS South_Sudan 0 0
3/31/2020 SS South_Sudan 0 0
4/1/2020 SS South_Sudan 0 0
4/2/2020 SS South_Sudan 0 0
4/3/2020 SS South_Sudan 0 0
4/4/2020 SS South_Sudan 0 0
4/5/2020 SS South_Sudan 0 0
4/6/2020 SS South_Sudan 1 0
4/7/2020 SS South_Sudan 0 0
4/8/2020 SS South_Sudan 0 0
4/9/2020 SS South_Sudan 0 0
4/10/2020 SS South_Sudan 2 0
4/11/2020 SS South_Sudan 0 0
4/12/2020 SS South_Sudan 1 0
4/13/2020 SS South_Sudan 0 0
4/14/2020 SS South_Sudan 0 0
4/15/2020 SS South_Sudan 0 0
4/16/2020 SS South_Sudan 0 0
4/17/2020 SS South_Sudan 0 0
4/18/2020 SS South_Sudan 0 0
4/19/2020 SS South_Sudan 0 0
4/20/2020 SS South_Sudan 0 0
4/21/2020 SS South_Sudan 0 0
4/22/2020 SS South_Sudan 0 0
4/23/2020 SS South_Sudan 0 0
4/24/2020 SS South_Sudan 0 0
4/25/2020 SS South_Sudan 1 0
4/26/2020 SS South_Sudan 0 0
4/27/2020 SS South_Sudan 1 0
4/28/2020 SS South_Sudan 0 0
4/29/2020 SS South_Sudan 28 0
4/30/2020 SS South_Sudan 0 0
5/1/2020 SS South_Sudan 1 0
5/2/2020 SS South_Sudan 10 0
5/3/2020 SS South_Sudan 0 0
5/4/2020 SS South_Sudan 1 0
5/5/2020 SS South_Sudan 3 0
5/6/2020 SS South_Sudan 0 0
5/7/2020 SS South_Sudan 9 0
5/8/2020 SS South_Sudan 32 0
5/9/2020 SS South_Sudan 30 0
5/10/2020 SS South_Sudan 0 0
5/11/2020 SS South_Sudan 36 0
5/12/2020 SS South_Sudan 18 0
5/13/2020 SS South_Sudan 0 0
5/14/2020 SS South_Sudan 20 0
5/15/2020 SS South_Sudan 37 1
5/16/2020 SS South_Sudan 0 0
5/17/2020 SS South_Sudan 0 0
5/18/2020 SS South_Sudan 51 3
5/19/2020 SS South_Sudan 0 0
5/20/2020 SS South_Sudan 0 0
5/21/2020 SS South_Sudan 57 2
5/22/2020 SS South_Sudan 134 0
5/23/2020 SS South_Sudan 0 -1
5/24/2020 SS South_Sudan 90 1
5/25/2020 SS South_Sudan 92 2
5/26/2020 SS South_Sudan 0 0
5/27/2020 SS South_Sudan 151 0
5/28/2020 SS South_Sudan 0 0
5/29/2020 SS South_Sudan 188 2
5/30/2020 SS South_Sudan 0 0
5/31/2020 SS South_Sudan 0 0
6/1/2020 SS South_Sudan 0 0
6/2/2020 SS South_Sudan 0 0
6/3/2020 SS South_Sudan 0 0
6/4/2020 SS South_Sudan 323 4
6/5/2020 SS South_Sudan 0 0
6/6/2020 SS South_Sudan 0 0
6/7/2020 SS South_Sudan 0 0
6/8/2020 SS South_Sudan 0 0
6/9/2020 SS South_Sudan 287 5
6/10/2020 SS South_Sudan 2 1
6/11/2020 SS South_Sudan 0 0
6/12/2020 SS South_Sudan 0 2
6/13/2020 SS South_Sudan 64 0
6/14/2020 SS South_Sudan 14 3
6/15/2020 SS South_Sudan 9 2
6/16/2020 SS South_Sudan 62 3
6/17/2020 SS South_Sudan 21 0
6/18/2020 SS South_Sudan 31 1
6/19/2020 SS South_Sudan 6 0
6/20/2020 SS South_Sudan 17 1
6/21/2020 SS South_Sudan 34 2
6/22/2020 SS South_Sudan 18 0
6/23/2020 SS South_Sudan 10 0
6/24/2020 SS South_Sudan 24 1
6/25/2020 SS South_Sudan 14 1
6/26/2020 SS South_Sudan 12 0
6/27/2020 SS South_Sudan 10 0
6/28/2020 SS South_Sudan 6 0
6/29/2020 SS South_Sudan 8 0
6/30/2020 SS South_Sudan 40 1
7/1/2020 SS South_Sudan 1 1
7/2/2020 SS South_Sudan 0 0
7/3/2020 SS South_Sudan 29 0
7/4/2020 SS South_Sudan 0 0
7/5/2020 SS South_Sudan 22 0
7/6/2020 SS South_Sudan 35 2
7/7/2020 SS South_Sudan 5 0
7/8/2020 SS South_Sudan 8 0
7/9/2020 SS South_Sudan 0 0
7/10/2020 SS South_Sudan 23 1
7/11/2020 SS South_Sudan 0 0
7/12/2020 SS South_Sudan 10 0
7/13/2020 SS South_Sudan 9 0
7/14/2020 SS South_Sudan 0 0
7/15/2020 SS South_Sudan 5 0
7/16/2020 SS South_Sudan 18 0
7/17/2020 SS South_Sudan 20 2
7/18/2020 SS South_Sudan 0 0
7/19/2020 SS South_Sudan 9 0
7/20/2020 SS South_Sudan 11 2
7/21/2020 SS South_Sudan 0 0
7/22/2020 SS South_Sudan 0 0
7/23/2020 SS South_Sudan 28 0
7/24/2020 SS South_Sudan 19 0
7/25/2020 SS South_Sudan 0 0
7/26/2020 SS South_Sudan 4 0
7/27/2020 SS South_Sudan 43 1
7/28/2020 SS South_Sudan 0 0
7/29/2020 SS South_Sudan 17 0
7/30/2020 SS South_Sudan 0 0
7/31/2020 SS South_Sudan 0 0
8/1/2020 SS South_Sudan 30 0
8/2/2020 SS South_Sudan 77 0
8/3/2020 SS South_Sudan 0 0
8/4/2020 SS South_Sudan 8 1
8/5/2020 SS South_Sudan 0 0
8/6/2020 SS South_Sudan 13 0
8/7/2020 SS South_Sudan 0 0
8/8/2020 SS South_Sudan 13 0
8/9/2020 SS South_Sudan 7 0
8/10/2020 SS South_Sudan 0 0
8/11/2020 SS South_Sudan 2 0
8/12/2020 SS South_Sudan 5 0
8/13/2020 SS South_Sudan 1 0
8/14/2020 SS South_Sudan 4 0
8/15/2020 SS South_Sudan 6 0
8/16/2020 SS South_Sudan 1 0
8/17/2020 SS South_Sudan 1 0
8/18/2020 SS South_Sudan 0 0
8/19/2020 SS South_Sudan 4 0
8/20/2020 SS South_Sudan 0 0
8/21/2020 SS South_Sudan 3 0
8/22/2020 SS South_Sudan 0 0
8/23/2020 SS South_Sudan 2 0
8/24/2020 SS South_Sudan 5 0
8/25/2020 SS South_Sudan 3 0
8/26/2020 SS South_Sudan 3 0
8/27/2020 SS South_Sudan 4 0
8/28/2020 SS South_Sudan 4 0
8/29/2020 SS South_Sudan 1 0
8/30/2020 SS South_Sudan 0 0
8/31/2020 SS South_Sudan 8 0
9/1/2020 SS South_Sudan 0 0
9/2/2020 SS South_Sudan 5 0
9/3/2020 SS South_Sudan 1 0
9/4/2020 SS South_Sudan 3 0
9/5/2020 SS South_Sudan 8 1
9/6/2020 SS South_Sudan 0 0
9/7/2020 SS South_Sudan 1 0
9/8/2020 SS South_Sudan 7 1
9/9/2020 SS South_Sudan 3 0
9/10/2020 SS South_Sudan 0 -1
9/11/2020 SS South_Sudan 13 0
9/12/2020 SS South_Sudan 10 1
9/13/2020 SS South_Sudan 0 0
9/14/2020 SS South_Sudan 9 0
9/15/2020 SS South_Sudan 5 0
9/16/2020 SS South_Sudan 2 0
9/17/2020 SS South_Sudan 5 0
9/18/2020 SS South_Sudan 10 0
9/19/2020 SS South_Sudan 33 0
9/20/2020 SS South_Sudan 0 0
9/21/2020 SS South_Sudan 7 0
9/22/2020 SS South_Sudan 11 0
9/23/2020 SS South_Sudan 4 0
9/24/2020 SS South_Sudan 5 0
9/25/2020 SS South_Sudan 7 0
9/26/2020 SS South_Sudan 0 0
9/27/2020 SS South_Sudan 10 0
9/28/2020 SS South_Sudan 6 0
9/29/2020 SS South_Sudan 8 0
9/30/2020 SS South_Sudan 4 0
10/1/2020 SS South_Sudan 0 0
10/2/2020 SS South_Sudan 11 1
10/3/2020 SS South_Sudan 0 0
10/4/2020 SS South_Sudan 11 0
10/5/2020 SS South_Sudan 0 0
10/6/2020 SS South_Sudan 8 0
10/7/2020 SS South_Sudan 14 0
10/8/2020 SS South_Sudan 1 3
10/9/2020 SS South_Sudan 12 1
10/10/2020 SS South_Sudan 0 0
10/11/2020 SS South_Sudan 16 1
10/12/2020 SS South_Sudan 10 0
10/13/2020 SS South_Sudan 11 0
10/14/2020 SS South_Sudan 0 0
10/15/2020 SS South_Sudan 9 0
10/16/2020 SS South_Sudan 10 0
10/17/2020 SS South_Sudan 0 0
10/18/2020 SS South_Sudan 25 0
10/19/2020 SS South_Sudan 5 0
10/20/2020 SS South_Sudan 0 0
10/21/2020 SS South_Sudan 23 0
10/22/2020 SS South_Sudan 2 0
10/23/2020 SS South_Sudan 4 1
10/24/2020 SS South_Sudan 2 0
10/25/2020 SS South_Sudan 5 0
10/26/2020 SS South_Sudan 0 0
10/27/2020 SS South_Sudan 7 0
10/28/2020 SS South_Sudan 0 0
10/29/2020 SS South_Sudan 13 2
10/30/2020 SS South_Sudan 0 0
10/31/2020 SS South_Sudan 2 0
11/1/2020 SS South_Sudan 21 1
11/2/2020 SS South_Sudan 0 0
11/3/2020 SS South_Sudan 14 0
11/4/2020 SS South_Sudan 3 0
11/5/2020 SS South_Sudan 0 0
11/6/2020 SS South_Sudan 0 0
11/7/2020 SS South_Sudan 0 0
11/8/2020 SS South_Sudan 0 0
11/9/2020 SS South_Sudan 17 0
11/10/2020 SS South_Sudan 0 0
11/11/2020 SS South_Sudan 0 0
1/3/2020 CH Switzerland 0 0
1/4/2020 CH Switzerland 0 0
1/5/2020 CH Switzerland 0 0
1/6/2020 CH Switzerland 0 0
1/7/2020 CH Switzerland 0 0
1/8/2020 CH Switzerland 0 0
1/9/2020 CH Switzerland 0 0
1/10/2020 CH Switzerland 0 0
1/11/2020 CH Switzerland 0 0
1/12/2020 CH Switzerland 0 0
1/13/2020 CH Switzerland 0 0
1/14/2020 CH Switzerland 0 0
1/15/2020 CH Switzerland 0 0
1/16/2020 CH Switzerland 0 0
1/17/2020 CH Switzerland 0 0
1/18/2020 CH Switzerland 0 0
1/19/2020 CH Switzerland 0 0
1/20/2020 CH Switzerland 0 0
1/21/2020 CH Switzerland 0 0
1/22/2020 CH Switzerland 0 0
1/23/2020 CH Switzerland 0 0
1/24/2020 CH Switzerland 0 0
1/25/2020 CH Switzerland 0 0
1/26/2020 CH Switzerland 0 0
1/27/2020 CH Switzerland 0 0
1/28/2020 CH Switzerland 0 0
1/29/2020 CH Switzerland 0 0
1/30/2020 CH Switzerland 0 0
1/31/2020 CH Switzerland 0 0
2/1/2020 CH Switzerland 0 0
2/2/2020 CH Switzerland 0 0
2/3/2020 CH Switzerland 0 0
2/4/2020 CH Switzerland 0 0
2/5/2020 CH Switzerland 0 0
2/6/2020 CH Switzerland 0 0
2/7/2020 CH Switzerland 0 0
2/8/2020 CH Switzerland 0 0
2/9/2020 CH Switzerland 0 0
2/10/2020 CH Switzerland 0 0
2/11/2020 CH Switzerland 0 0
2/12/2020 CH Switzerland 0 0
2/13/2020 CH Switzerland 0 0
2/14/2020 CH Switzerland 0 0
2/15/2020 CH Switzerland 0 0
2/16/2020 CH Switzerland 0 0
2/17/2020 CH Switzerland 0 0
2/18/2020 CH Switzerland 0 0
2/19/2020 CH Switzerland 0 0
2/20/2020 CH Switzerland 0 0
2/21/2020 CH Switzerland 0 0
2/22/2020 CH Switzerland 0 0
2/23/2020 CH Switzerland 0 0
2/24/2020 CH Switzerland 1 0
2/25/2020 CH Switzerland 2 0
2/26/2020 CH Switzerland 6 0
2/27/2020 CH Switzerland 5 0
2/28/2020 CH Switzerland 16 0
2/29/2020 CH Switzerland 14 0
3/1/2020 CH Switzerland 12 0
3/2/2020 CH Switzerland 20 0
3/3/2020 CH Switzerland 26 0
3/4/2020 CH Switzerland 39 0
3/5/2020 CH Switzerland 58 2
3/6/2020 CH Switzerland 64 0
3/7/2020 CH Switzerland 58 0
3/8/2020 CH Switzerland 62 1
3/9/2020 CH Switzerland 65 0
3/10/2020 CH Switzerland 127 2
3/11/2020 CH Switzerland 203 3
3/12/2020 CH Switzerland 281 4
3/13/2020 CH Switzerland 308 3
3/14/2020 CH Switzerland 196 5
3/15/2020 CH Switzerland 532 8
3/16/2020 CH Switzerland 362 7
3/17/2020 CH Switzerland 630 12
